,fighter_name,Height,Weight,Reach,Stance,DOB
2035,Luiz Dutra,"5' 11""",170 lbs.,"71""",Orthodox,"May 06, 1982"
2038,Lukasz Sajewski,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990"
2039,Luke Barnatt,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988"
2041,Luke Cummo,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 27, 1980"
2044,Luke Jumeau,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 12, 1988"
2045,Luke Rockhold,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 17, 1984"
2046,Luke Sanders,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985"
2048,Luke Zachrich,"6' 2""",185 lbs.,"74""",Orthodox,"Dec 19, 1981"
2051,Lyman Good,"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985"
2052,Lyoto Machida,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978"
2054,Mac Danzig,"5' 8""",155 lbs.,"70""",Orthodox,"Jan 02, 1980"
2057,Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,"Nov 03, 1980"
2058,Mackenzie Dern,"5' 4""",115 lbs.,"63""",Orthodox,"Mar 24, 1993"
2060,Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994"
2062,Magnus Cedenblad,"6' 5""",185 lbs.,"79""",Orthodox,"Apr 10, 1982"
2063,Magomed Ankalaev,"6' 3""",205 lbs.,"75""",Orthodox,"Jun 02, 1992"
2064,Magomed Bibulatov,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988"
2065,Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988"
2067,Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982"
2071,Mairbek Taisumov,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988"
2073,Maki Pitolo,"5' 10""",185 lbs.,"72""",Orthodox,"Nov 24, 1990"
2075,Makwan Amirkhani,"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988"
2077,Manny Bermudez,"5' 10""",135 lbs.,"71""",Orthodox,"Jul 16, 1994"
2078,Manny Tapia,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981"
2079,Manny Vazquez,"5' 10""",125 lbs.,"72""",Orthodox,"Nov 19, 1993"
2080,Manuel Rodriguez,"5' 9""",170 lbs.,"68""",Orthodox,"Apr 25, 1985"
2081,Manvel Gamburyan,"5' 5""",135 lbs.,"67""",Orthodox,"May 08, 1981"
2082,Mara Romero Borella,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 03, 1986"
2084,Marc Diakiese,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993"
2086,Marc-Andre Barriault,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990"
2087,Marcel Fortuna,"6' 1""",205 lbs.,"74""",Orthodox,"Oct 22, 1985"
2090,Marcelo Golm,"6' 3""",249 lbs.,"75""",Orthodox,"Sep 15, 1992"
2091,Marcelo Guimaraes,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 25, 1983"
2093,Marcin Bandel,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 10, 1989"
2094,Marcin Held,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 18, 1992"
2095,Marcin Prachnio,"6' 3""",205 lbs.,"74""",Orthodox,"Jul 14, 1988"
2096,Marcin Tybura,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985"
2098,Marcio Alexandre Junior,"6' 0""",185 lbs.,"75""",Southpaw,"May 05, 1989"
2101,Marco Beltran,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986"
2107,Marcos Rogerio de Lima,"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985"
2108,Marcos Vinicius,"5' 9""",125 lbs.,"70""",Orthodox,"Dec 05, 1979"
2110,Marcus Aurelio,"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973"
2112,Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985"
2113,Marcus Davis,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973"
2114,Marcus Hicks,"5' 6""",155 lbs.,"64""",Southpaw,"Nov 25, 1975"
2117,Marcus LeVesseur,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982"
2121,Marina Rodriguez,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 29, 1987"
2122,Mario Bautista,"5' 9""",135 lbs.,"72""",Switch,"Jul 01, 1993"
2123,Mario Miranda,"6' 3""",185 lbs.,"74""",Orthodox,"Jul 12, 1979"
2128,Marion Reneau,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 20, 1977"
2132,Mark Bocek,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981"
2133,Mark Cherico,"5' 7""",145 lbs.,"69""",Orthodox,"May 12, 1986"
2134,Mark Coleman,"6' 1""",205 lbs.,"75""",Orthodox,"Dec 20, 1964"
2135,Mark De La Rosa,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 31, 1994"
2137,Mark Eddiva,"5' 8""",145 lbs.,"68""",Orthodox,"Feb 16, 1986"
2138,Mark Godbeer,"6' 4""",240 lbs.,"77""",Orthodox,"Nov 22, 1983"
2141,Mark Hominick,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 22, 1982"
2143,Mark Hunt,"5' 10""",265 lbs.,"72""",Orthodox,"Mar 23, 1974"
2145,Mark Munoz,"6' 0""",185 lbs.,"72""",Orthodox,"Feb 09, 1978"
2152,Markus Perez,"6' 1""",185 lbs.,"73""",Orthodox,"Jun 22, 1988"
2154,Marlon Moraes,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988"
2156,Marlon Vera,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992"
2158,Martin Bravo,"5' 8""",145 lbs.,"71""",Southpaw,"Sep 21, 1993"
2159,Martin Buschkamp,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 06, 1991"
2160,Martin Day,"5' 10""",135 lbs.,"73""",Orthodox,"Nov 10, 1988"
2161,Martin Kampmann,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 17, 1982"
2163,Marvin Eastman,"5' 9""",185 lbs.,"73""",Orthodox,"Jun 08, 1971"
2165,Marvin Vettori,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993"
2166,Maryna Moroz,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991"
2171,Masanori Kanehara,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 19, 1982"
2174,Masio Fullen,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 06, 1986"
2178,Mats Nilsson,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 05, 1983"
2180,Matt Arroyo,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 01, 1982"
2181,Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984"
2182,Matt Brown,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981"
2183,Matt Dwyer,"6' 4""",170 lbs.,"76""",Orthodox,"Dec 17, 1989"
2185,Matt Frevola,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990"
2186,Matt Grice,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981"
2187,Matt Hamill,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976"
2189,Matt Hobar,"5' 10""",135 lbs.,"70""",Southpaw,"Jan 07, 1987"
2192,Matt Hughes,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973"
2195,Matt Lindland,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970"
2197,Matt Mitrione,"6' 3""",265 lbs.,"79""",Switch,"Jul 15, 1978"
2201,Matt Sayles,"5' 7""",145 lbs.,"68""",Orthodox,"Feb 21, 1994"
2202,Matt Schnell,"5' 8""",135 lbs.,"70""",Orthodox,"Jan 15, 1990"
2204,Matt Serra,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974"
2208,Matt Wiman,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983"
2209,Matthew Lopez,"5' 7""",135 lbs.,"69""",Southpaw,"Jan 21, 1987"
2210,Matthew Riddle,"6' 1""",170 lbs.,"74""",Southpaw,"Jan 14, 1986"
2216,Mauricio Rua,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981"
2217,Max Griffin,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985"
2218,Max Holloway,"5' 11""",155 lbs.,"69""",Orthodox,"Dec 04, 1991"
2221,Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983"
2223,Maycee Barber,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998"
2225,Megan Anderson,"6' 0""",145 lbs.,"72""",Orthodox,"Feb 11, 1990"
2227,Mehdi Baghdad,"6' 1""",155 lbs.,"75""",Orthodox,"Apr 13, 1985"
2232,Melvin Guillard,"5' 9""",155 lbs.,"68""",Orthodox,"Mar 30, 1983"
2234,Merab Dvalishvili,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991"
2237,Michael Bisping,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979"
2240,Michael Chiesa,"6' 1""",170 lbs.,"75""",Southpaw,"Dec 07, 1987"
2241,Michael Cora,"6' 1""",170 lbs.,"77""",Southpaw,"Aug 24, 1989"
2244,Michael Johnson,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 04, 1986"
2246,Michael Kuiper,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 07, 1989"
2248,Michael Lombardo,"6' 0""",185 lbs.,"72""",Orthodox,"Apr 03, 1990"
2250,Michael McBride,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 09, 1986"
2251,Michael McDonald,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 15, 1991"
2254,Michael Trizano,"5' 11""",155 lbs.,"71""",Orthodox,"Dec 31, 1991"
2256,Michal Oleksiejczuk,"6' 0""",205 lbs.,"74""",Southpaw,"Feb 22, 1995"
2258,Michel Pereira,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 06, 1993"
2259,Michel Prazeres,"5' 6""",170 lbs.,"67""",Orthodox,"Jul 25, 1981"
2260,Michel Quinones,"5' 10""",155 lbs.,"73""",Orthodox,"Dec 22, 1984"
2262,Michelle Waterson,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986"
2263,Michihiro Omigawa,"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975"
2264,Michinori Tanaka,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990"
2266,Mickael Lebout,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987"
2267,Mickey Gall,"6' 2""",170 lbs.,"74""",Switch,"Jan 22, 1992"
2268,Miesha Tate,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986"
2269,Miguel Baeza,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992"
2272,Miguel Torres,"5' 9""",135 lbs.,"76""",Orthodox,"Jan 18, 1981"
2279,Mike Brown,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 08, 1975"
2280,Mike Budnik,"5' 9""",145 lbs.,"68""",Orthodox,"Aug 08, 1974"
2285,Mike Davis,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 07, 1992"
2287,Mike Easton,"5' 6""",135 lbs.,"70""",Southpaw,"Jan 25, 1984"
2290,Mike Grundy,"5' 7""",145 lbs.,"72""",Orthodox,"Jan 03, 1987"
2291,Mike Guymon,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 17, 1974"
2296,Mike Kyle,"6' 4""",205 lbs.,"77""",Orthodox,"Mar 31, 1980"
2299,Mike Massenzio,"6' 2""",185 lbs.,"73""",Southpaw,"Nov 01, 1982"
2303,Mike Perry,"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991"
2304,Mike Pierce,"5' 8""",170 lbs.,"70""",Orthodox,"Sep 01, 1980"
2306,Mike Pyle,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 18, 1975"
2307,Mike Rhodes,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 04, 1989"
2308,Mike Ricci,"6' 0""",155 lbs.,"77""",Southpaw,"Mar 18, 1986"
2310,Mike Rio,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 06, 1981"
2311,Mike Rodriguez,"6' 4""",205 lbs.,"82""",Southpaw,"Nov 28, 1988"
2312,Mike Russow,"6' 1""",255 lbs.,"73""",Orthodox,"Sep 11, 1976"
2313,Mike Santiago,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989"
2316,Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979"
2321,Mike de la Torre,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 22, 1986"
2325,Milana Dudieva,"5' 3""",135 lbs.,"61""",Orthodox,"Aug 04, 1989"
2327,Miles Johns,"5' 7""",135 lbs.,"66""",Orthodox,"Mar 30, 1994"
2329,Milton Vieira,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 04, 1978"
2333,Minotauro Nogueira,"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976"
2334,Mirko Cro Cop,"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974"
2335,Mirsad Bektic,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991"
2336,Misha Cirkunov,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987"
2337,Mitch Clarke,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 24, 1985"
2338,Mitch Gagnon,"5' 5""",135 lbs.,"65""",Southpaw,"Oct 10, 1984"
2343,Mizuto Hirota,"5' 7""",155 lbs.,"67""",Orthodox,"May 05, 1981"
2345,Molly McCann,"5' 4""",125 lbs.,"62""",Orthodox,"May 04, 1990"
2347,Montel Jackson,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992"
2348,Mostapha Al-Turk,"6' 2""",245 lbs.,"77""",Orthodox,"Jul 14, 1973"
2351,Motonobu Tezuka,"5' 7""",135 lbs.,"66""",Southpaw,"Aug 29, 1987"
2352,Movsar Evloev,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994"
2354,Muhammed Lawal,"6' 0""",205 lbs.,"78""",Southpaw,"Jan 11, 1981"
2360,Muslim Salikhov,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984"
2362,Myles Jury,"5' 10""",145 lbs.,"73""",Orthodox,"Oct 31, 1988"
2363,Nad Narimani,"5' 8""",145 lbs.,"70""",Orthodox,"Apr 14, 1987"
2364,Nadia Kassem,"5' 5""",125 lbs.,"66""",Southpaw,"Nov 15, 1995"
2365,Nah-Shon Burrell,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 05, 1990"
2367,Nam Phan,"5' 6""",135 lbs.,"70""",Orthodox,"Mar 13, 1983"
2369,Naoki Inoue,"5' 9""",125 lbs.,"71""",Orthodox,"Jun 14, 1997"
2372,Naoyuki Kotani,"5' 8""",155 lbs.,"66""",Southpaw,"Dec 08, 1981"
2373,Nasrat Haqparast,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995"
2374,Nate Diaz,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985"
2377,Nate Marquardt,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979"
2378,Nate Mohr,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 03, 1983"
2380,Nate Quarry,"6' 0""",185 lbs.,"72""",Open Stance,"Mar 18, 1972"
2382,Nathan Coy,"5' 10""",170 lbs.,"69""",Southpaw,"Jul 24, 1978"
2384,Nathaniel Wood,"5' 6""",135 lbs.,"69""",Orthodox,"May 08, 1993"
2388,Neil Magny,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987"
2389,Neil Seery,"5' 4""",125 lbs.,"64""",Orthodox,"Aug 30, 1979"
2392,Nicco Montano,"5' 5""",125 lbs.,"65""",Southpaw,"Dec 16, 1988"
2398,Nick Catone,"6' 0""",185 lbs.,"72""",Southpaw,"Sep 01, 1981"
2400,Nick Diaz,"6' 1""",185 lbs.,"76""",Southpaw,"Aug 02, 1983"
2405,Nick Hein,"5' 6""",155 lbs.,"66""",Southpaw,"Apr 24, 1984"
2406,Nick Newell,"5' 10""",155 lbs.,"74""",Southpaw,"Mar 17, 1986"
2408,Nick Osipczak,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 30, 1984"
2409,Nick Pace,"5' 7""",135 lbs.,"68""",Orthodox,"Apr 17, 1987"
2410,Nick Penner,"6' 4""",205 lbs.,"77""",Southpaw,"Mar 26, 1980"
2413,Nick Ring,"6' 0""",185 lbs.,"74""",Southpaw,"Feb 10, 1979"
2414,Nick Roehrick,"6' 2""",205 lbs.,"75""",Orthodox,"Jul 06, 1987"
2419,Nick Thompson,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981"
2420,Nick Urso,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 26, 1985"
2421,Nico Musoke,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 05, 1986"
2422,Nicolae Negumereanu,"6' 0""",205 lbs.,"78""",Orthodox,"Sep 04, 1994"
2423,Nicolas Dalby,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 16, 1984"
2424,Nik Lentz,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984"
2426,Nikita Krylov,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992"
2428,Niklas Backstrom,"6' 1""",145 lbs.,"74""",Orthodox,"Aug 22, 1989"
2429,Niko Price,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 29, 1989"
2431,Nina Ansaroff,"5' 5""",115 lbs.,"64""",Orthodox,"Dec 03, 1985"
2432,Ning Guangyou,"5' 4""",145 lbs.,"64""",Southpaw,"Dec 15, 1981"
2434,Noad Lahat,"5' 9""",145 lbs.,"69""",Orthodox,"Jun 08, 1984"
2439,Nolan Ticman,"5' 6""",125 lbs.,"69""",Orthodox,"May 17, 1988"
2440,Nordine Taleb,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981"
2441,Norifumi Yamamoto,"5' 4""",135 lbs.,"66""",Southpaw,"Mar 15, 1977"
2448,Oli Thompson,"6' 1""",242 lbs.,"75""",Orthodox,"Jan 02, 1980"
2449,Oliver Enkamp,"6' 0""",170 lbs.,"77""",Switch,"Aug 10, 1991"
2450,Olivier Aubin-Mercier,"5' 9""",155 lbs.,"70""",Southpaw,"Feb 23, 1989"
2451,Oluwale Bamgbose,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987"
2452,Omari Akhmedov,"6' 0""",185 lbs.,"73""",Orthodox,"Oct 12, 1987"
2457,Oskar Piechota,"6' 0""",185 lbs.,"76""",Southpaw,"Jan 24, 1990"
2459,Ovince Saint Preux,"6' 3""",205 lbs.,"80""",Southpaw,"Apr 08, 1983"
2461,Pablo Garza,"6' 1""",145 lbs.,"73""",Orthodox,"Sep 16, 1983"
2463,Paddy Holohan,"5' 10""",125 lbs.,"69""",Orthodox,"May 03, 1988"
2464,Paige VanZant,"5' 4""",115 lbs.,"65""",Orthodox,"Mar 26, 1994"
2466,Papy Abedi,"5' 11""",185 lbs.,"74""",Southpaw,"Jun 30, 1978"
2468,Pascal Krauss,"6' 1""",170 lbs.,"72""",Orthodox,"Apr 19, 1987"
2470,Pat Barry,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979"
2473,Pat Healy,"6' 0""",155 lbs.,"74""",Orthodox,"Jul 20, 1983"
2475,Pat Schilling,"5' 8""",145 lbs.,"69""",Orthodox,"Aug 28, 1988"
2477,Patrick Cote,"5' 11""",170 lbs.,"71""",Orthodox,"Feb 29, 1980"
2478,Patrick Cummins,"6' 2""",205 lbs.,"76""",Orthodox,"Nov 16, 1980"
2484,Patrick Williams,"5' 8""",135 lbs.,"73""",Orthodox,"Sep 07, 1981"
2487,Paul Buentello,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974"
2488,Paul Craig,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 27, 1987"
2490,Paul Daley,"5' 9""",170 lbs.,"76""",Orthodox,"Feb 21, 1983"
2491,Paul Felder,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984"
2495,Paul Kelly,"5' 9""",155 lbs.,"70""",Orthodox,"Sep 12, 1984"
2496,Paul Redmond,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 20, 1986"
2499,Paul Sass,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 04, 1988"
2501,Paul Taylor,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979"
2507,Paulo Thiago,"5' 11""",170 lbs.,"73""",Orthodox,"Jan 25, 1981"
2509,Pawel Pawlak,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 08, 1989"
2510,Pearl Gonzalez,"5' 4""",115 lbs.,"68""",Orthodox,"Aug 12, 1986"
2511,Pedro Munhoz,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986"
2519,Pete Sell,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982"
2522,Peter Petties,"5' 11""",145 lbs.,"72""",Southpaw,"Dec 20, 1990"
2523,Peter Sobotta,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987"
2524,Petr Yan,"5' 7""",135 lbs.,"67""",Switch,"Feb 11, 1993"
2525,Phil Baroni,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976"
2527,Phil Davis,"6' 2""",205 lbs.,"79""",Orthodox,"Sep 25, 1984"
2528,Phil Harris,"5' 4""",125 lbs.,"64""",Orthodox,"Sep 04, 1983"
2529,Phil Hawes,"6' 1""",185 lbs.,"70""",Orthodox,"Jan 08, 1989"
2531,Philip De Fries,"6' 5""",250 lbs.,"82""",Orthodox,"Apr 21, 1986"
2536,Phillipe Nover,"5' 9""",145 lbs.,"72""",Orthodox,"Feb 03, 1984"
2537,Pietro Menga,"5' 7""",125 lbs.,"68""",Southpaw,"Feb 15, 1988"
2538,Piotr Hallmann,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1987"
2539,Poliana Botelho,"5' 8""",115 lbs.,"67""",Orthodox,"Dec 15, 1988"
2541,Polyana Viana,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992"
2543,Priscila Cachoeira,"5' 7""",125 lbs.,"65""",Orthodox,"Aug 19, 1988"
2545,Punahele Soriano,"5' 11""",185 lbs.,"72""",Southpaw,"Nov 22, 1992"
2546,Quinn Mulhern,"6' 3""",155 lbs.,"76""",Orthodox,"Sep 20, 1984"
2548,Rachael Ostovich,"5' 3""",125 lbs.,"62""",Orthodox,"Feb 25, 1991"
2552,Rafael Dos Anjos,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984"
2553,Rafael Feijao,"6' 1""",205 lbs.,"73""",Orthodox,"Apr 14, 1980"
2554,Rafael Fiziev,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993"
2556,Rafael Natal,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 25, 1982"
2557,Rafael Rebello,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 16, 1980"
2560,Rafaello Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 26, 1982"
2566,Ramazan Emeev,"5' 10""",170 lbs.,"76""",Southpaw,"May 23, 1987"
2568,Rameau Thierry Sokoudjou,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984"
2569,Ramiz Brahimaj,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 17, 1992"
2570,Rampage Jackson,"6' 1""",205 lbs.,"73""",Orthodox,"Jun 20, 1978"
2571,Ramsey Nijem,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988"
2572,Randa Markos,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985"
2573,Randall Wallace,"5' 11""",185 lbs.,"73""",Orthodox,"Mar 01, 1989"
2574,Randy Brown,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990"
2575,Randy Costa,"5' 9""",135 lbs.,"73""",Switch,"Jul 06, 1994"
2576,Randy Couture,"6' 1""",205 lbs.,"75""",Orthodox,"Jun 22, 1963"
2577,Rani Yahya,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 12, 1984"
2578,Raoni Barcelos,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987"
2580,Raphael Assuncao,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982"
2584,Raquel Pennington,"5' 7""",135 lbs.,"67""",Orthodox,"Sep 05, 1988"
2585,Rashad Coulter,"5' 11""",205 lbs.,"76""",Orthodox,"Nov 27, 1981"
2586,Rashad Evans,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979"
2588,Rashid Magomedov,"5' 9""",155 lbs.,"70""",Orthodox,"Nov 29, 1984"
2591,Raulian Paiva,"5' 8""",125 lbs.,"69""",Orthodox,"Oct 17, 1995"
2592,Ray Borg,"5' 4""",135 lbs.,"63""",Orthodox,"Aug 04, 1993"
2606,Renan Barao,"5' 6""",135 lbs.,"70""",Orthodox,"Jan 31, 1987"
2607,Renato Moicano,"5' 11""",145 lbs.,"72""",Orthodox,"May 21, 1989"
2608,Renato Sobral,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975"
2611,Renee Forte,"5' 7""",155 lbs.,"71""",Orthodox,"Mar 27, 1987"
2613,Reuben Duran,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 02, 1983"
2617,Reza Madadi,"5' 11""",155 lbs.,"72""",Orthodox,"Jun 20, 1978"
2620,Ricardo Abreu,"5' 11""",185 lbs.,"73""",Orthodox,"Apr 27, 1984"
2621,Ricardo Almeida,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 29, 1976"
2624,Ricardo Funch,"5' 10""",170 lbs.,"76""",Southpaw,"Aug 14, 1980"
2625,Ricardo Lamas,"5' 8""",145 lbs.,"71""",Orthodox,"May 21, 1982"
2629,Ricardo Ramos,"5' 9""",135 lbs.,"72""",Orthodox,"Aug 01, 1995"
2630,Ricardo Romero,"6' 0""",205 lbs.,"76""",Orthodox,"Apr 15, 1978"
2632,Rich Attonito,"5' 10""",170 lbs.,"72""",Orthodox,"Jun 16, 1977"
2634,Rich Clementi,"5' 9""",155 lbs.,"72""",Southpaw,"Mar 31, 1976"
2635,Rich Franklin,"6' 1""",185 lbs.,"75""",Southpaw,"Oct 05, 1974"
2638,Richard Odoms,"6' 5""",265 lbs.,"82""",Orthodox,"May 08, 1975"
2640,Richardson Moreira,"6' 2""",185 lbs.,"72""",Orthodox,"Mar 31, 1984"
2642,Richie Santiago,"5' 7""",135 lbs.,"67""",Southpaw,"Oct 10, 1992"
2643,Richie Smullen,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991"
2644,Richie Vaculik,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 19, 1983"
2646,Rick Glenn,"6' 0""",145 lbs.,"70""",Southpaw,"Apr 12, 1989"
2648,Rick Story,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984"
2652,Ricky Rainey,"6' 1""",170 lbs.,"77""",Switch,"Jun 29, 1983"
2653,Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992"
